dataset,word,n,tf,idf,tf_idf,log_odds_weighted,lo_abs
broad,staph,8,1.6027824302989992e-5,0.6931471805599453,1.1109641226127683e-5,1.1344066817145897,1.1344066817145897
broad,station,8,1.6027824302989992e-5,0.6931471805599453,1.1109641226127683e-5,1.1344066817145897,1.1344066817145897
broad,std,8,1.6027824302989992e-5,0.6931471805599453,1.1109641226127683e-5,1.1344066817145897,1.1344066817145897
broad,stem,8,1.6027824302989992e-5,0.6931471805599453,1.1109641226127683e-5,1.1344066817145897,1.1344066817145897
broad,stented,8,1.6027824302989992e-5,0.6931471805599453,1.1109641226127683e-5,1.1344066817145897,1.1344066817145897
broad,suppressive,8,1.6027824302989992e-5,0.6931471805599453,1.1109641226127683e-5,1.1344066817145897,1.1344066817145897
broad,suprasellar,8,1.6027824302989992e-5,0.6931471805599453,1.1109641226127683e-5,1.1344066817145897,1.1344066817145897
broad,sxs,8,1.6027824302989992e-5,0.6931471805599453,1.1109641226127683e-5,1.1344066817145897,1.1344066817145897
broad,tactile,8,1.6027824302989992e-5,0.6931471805599453,1.1109641226127683e-5,1.1344066817145897,1.1344066817145897
broad,tappable,8,1.6027824302989992e-5,0.6931471805599453,1.1109641226127683e-5,1.1344066817145897,1.1344066817145897
broad,territorial,8,1.6027824302989992e-5,0.6931471805599453,1.1109641226127683e-5,1.1344066817145897,1.1344066817145897
broad,thicked,8,1.6027824302989992e-5,0.6931471805599453,1.1109641226127683e-5,1.1344066817145897,1.1344066817145897
broad,thrombi,8,1.6027824302989992e-5,0.6931471805599453,1.1109641226127683e-5,1.1344066817145897,1.1344066817145897
broad,tight,8,1.6027824302989992e-5,0.6931471805599453,1.1109641226127683e-5,1.1344066817145897,1.1344066817145897
broad,tightly,8,1.6027824302989992e-5,0.6931471805599453,1.1109641226127683e-5,1.1344066817145897,1.1344066817145897
broad,tobramycin,8,1.6027824302989992e-5,0.6931471805599453,1.1109641226127683e-5,1.1344066817145897,1.1344066817145897
broad,totprot,8,1.6027824302989992e-5,0.6931471805599453,1.1109641226127683e-5,1.1344066817145897,1.1344066817145897
broad,trached,8,1.6027824302989992e-5,0.6931471805599453,1.1109641226127683e-5,1.1344066817145897,1.1344066817145897
broad,trans,8,1.6027824302989992e-5,0.6931471805599453,1.1109641226127683e-5,1.1344066817145897,1.1344066817145897
broad,twi,8,1.6027824302989992e-5,0.6931471805599453,1.1109641226127683e-5,1.1344066817145897,1.1344066817145897
broad,ulceration,8,1.6027824302989992e-5,0.6931471805599453,1.1109641226127683e-5,1.1344066817145897,1.1344066817145897
broad,unassisted,8,1.6027824302989992e-5,0.6931471805599453,1.1109641226127683e-5,1.1344066817145897,1.1344066817145897
broad,university,8,1.6027824302989992e-5,0.6931471805599453,1.1109641226127683e-5,1.1344066817145897,1.1344066817145897
broad,unreliable,8,1.6027824302989992e-5,0.6931471805599453,1.1109641226127683e-5,1.1344066817145897,1.1344066817145897
broad,unresponsiveness,8,1.6027824302989992e-5,0.6931471805599453,1.1109641226127683e-5,1.1344066817145897,1.1344066817145897
broad,urethral,8,1.6027824302989992e-5,0.6931471805599453,1.1109641226127683e-5,1.1344066817145897,1.1344066817145897
broad,urologist,8,1.6027824302989992e-5,0.6931471805599453,1.1109641226127683e-5,1.1344066817145897,1.1344066817145897
broad,vague,8,1.6027824302989992e-5,0.6931471805599453,1.1109641226127683e-5,1.1344066817145897,1.1344066817145897
broad,ventral,8,1.6027824302989992e-5,0.6931471805599453,1.1109641226127683e-5,1.1344066817145897,1.1344066817145897
broad,verapamil,8,1.6027824302989992e-5,0.6931471805599453,1.1109641226127683e-5,1.1344066817145897,1.1344066817145897
broad,verbalized,8,1.6027824302989992e-5,0.6931471805599453,1.1109641226127683e-5,1.1344066817145897,1.1344066817145897
broad,wedge,8,1.6027824302989992e-5,0.6931471805599453,1.1109641226127683e-5,1.1344066817145897,1.1344066817145897
broad,withdraw,8,1.6027824302989992e-5,0.6931471805599453,1.1109641226127683e-5,1.1344066817145897,1.1344066817145897
broad,wrote,8,1.6027824302989992e-5,0.6931471805599453,1.1109641226127683e-5,1.1344066817145897,1.1344066817145897
broad,xanthomas,8,1.6027824302989992e-5,0.6931471805599453,1.1109641226127683e-5,1.1344066817145897,1.1344066817145897
broad,xno,8,1.6027824302989992e-5,0.6931471805599453,1.1109641226127683e-5,1.1344066817145897,1.1344066817145897
broad,abdoinal,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,accupril,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,adenoma,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,advair,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,advil,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,afsf,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,alfa,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,alkalinization,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,allograft,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,allowed,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,alternative,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,anaesthesia,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,anca,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,anoxic,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,anticipated,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,antrum,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,articulate,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,ascorbic,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,aspergillosis,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,ass,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,azotemia,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,babesiosis,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,bedrest,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,beef,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,betablockers,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,bilno,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,bound,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,boundries,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,brawny,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,bridge,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,bringing,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,bronchi,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,bronchiectasis,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,bruising,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,bulb,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,campylobacter,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,canal,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,capture,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,carefully,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,carotids,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,catheterwas,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,cerebellar,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,cerebrovascular,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,cessation,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,chance,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,choking,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,cholangitis,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,clavicle,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,compliant,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,congested,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,connected,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,consolidative,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,consumptive,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,conversant,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,cor,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,correlate,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,cre,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,curbside,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,cvps,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,dating,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,decompressed,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,degeneration,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,detail,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,didn,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,directable,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,division,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,dob,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,drastically,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,e,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,eficit,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,elicited,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,elixir,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,enteric,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,erosive,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,errors,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,excoriated,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,excoriation,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,extends,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,faxed,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,fb,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,fibroid,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,fifteen,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,flank,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,flexure,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,flomax,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,flovent,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,fluoroscopy,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,foam,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,forearms,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,fxn,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,gangrenous,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,giardia,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,gland,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,glaucoma,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,gramsabd,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,granulation,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,greek,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,guage,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,gynecology,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,hav,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,hazy,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,hcg,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,hdl,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,hell,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,hepatosplenomegaly,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,homecare,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,hypercalemia,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,hyperresonant,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,hypertrophic,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,hypodense,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,igd,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,imipenem,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,immature,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,impact,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,intercostal,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,interim,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,interventricular,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,intoxication,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,isuprel,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,kayexalate,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,lactulouse,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,legal,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,lul,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,manually,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,methylprednisolone,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,midaz,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,midodrine,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,mobilization,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,naming,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,nauseated,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,nervous,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,ngl,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,nitrofurantoin,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,occasions,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,ocuvite,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,oin,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,operation,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,opiates,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,oropharyngeal,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,orthostatic,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,ovaries,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,oxazepam,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,pac,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,paco,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,parathyroidectomy,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,parenteral,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,partum,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,performing,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,periodic,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,phlegmon,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,pic,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,pituitary,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,plugging,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,pobid,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,pole,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,posed,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,pushed,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,qhd,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,quinolone,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,receptive,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,reconsider,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,referral,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,reflecting,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,relapsed,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,reopened,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,representing,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,resultant,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,resuscitate,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,retained,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,romi,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,rounded,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,rythym,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,sasa,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,scds,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,schizoaffective,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,scrotum,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,sdu,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,selective,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,serosanginous,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,sexual,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,slowlyno,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,snx,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,softener,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,sparse,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,specifically,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,spend,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,spiculated,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,starts,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,steroid,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,sticks,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,stridor,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,stunning,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,stuttering,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,subcentimeter,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,subcostal,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,substantially,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,suggestion,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,syrup,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,syst,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,tapering,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,tears,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,tense,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,terminates,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,thombocytopenia,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
broad,thrill,7,1.4024346265116242e-5,0.6931471805599453,9.720936072861722e-6,1.061138597170848,1.061138597170848
